HECHO,RUPTURA,CONEXO,ESTADO_NOTICIA,ETAPA,ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,LEY,PAIS,DEPARTAMENTO,MUNICIPIO,SECCIONAL,GRUPO_DELITO,DELITO,IMPUTACION,CONDENA,ATIPICIDAD_INEXISTENCIA,ACUSACION,CAPTURA,SEXO_VICTIMA,GRUPO_EDAD_VICTIMA,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_VICTIMAS
SI,NO,NO,INACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
NO,NO,NO,INACTIVO,INDAGACIÓN,2017,2017,2016,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,SI,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Cundinamarca,SOACHA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,SI,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Meta,LEJANÍAS,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2015,2015,2015,Ley 906,Colombia,Caquetá,SAN VICENTE DEL CAGUÁN,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Antioquia,TARAZÁ,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,4
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,6
SI,NO,NO,INACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,Meta,LA MACARENA,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,MASCULINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,MASCULINO,JUVENTUD 18 - 28,,SI,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,Casanare,MANÍ,DIRECCIÓN SECCIONAL DE CASANARE,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Santander,PIEDECUESTA,DIRECCIÓN SECCIONAL DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,4
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Quindío,ARMENIA,DIRECCIÓN SECCIONAL DE QUINDÍO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Antioquia,RIONEGRO,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Antioquia,HISPANIA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
NO,SI,NO,INACTIVO,INDAGACIÓN,2018,2019,2018,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,SI,NO,NO,MASCULINO,ADULTEZ 29 - 59,Colombia,NO,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,3
NO,SI,NO,ACTIVO,INVESTIGACIÓN,2019,2021,2019,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Norte de Santander,CÚCUTA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Meta,PUERTO LÓPEZ,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Venezuela,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Valle del Cauca,FLORIDA,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Santander,SANTA HELENA DEL OPÓN,DIRECCIÓN SECCIONAL DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2017,2017,2017,Ley 906,Colombia,Bolívar,CARTAGENA,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,NO,SI,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,MASCULINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,,NO,3
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Cundinamarca,EL ROSAL,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Antioquia,SEGOVIA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2016,2016,2016,Ley 906,Colombia,Atlántico,BARRANQUILLA,DIRECCIÓN SECCIONAL DE ATLÁNTICO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Antioquia,BARBOSA,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Tolima,CUNDAY,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2016,2016,2016,Ley 906,Colombia,Valle del Cauca,LA UNIÓN,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Valle del Cauca,CANDELARIA,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Boyaca,TÓPAGA,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,Casanare,YOPAL,DIRECCIÓN SECCIONAL DE CASANARE,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Magdalena,ARIGUANÍ,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Tolima,RONCESVALLES,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Cauca,PAEZ,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,SI,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,FEMENINO,PRE-ADOLESCENTE 12 - 13,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,MASCULINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Caldas,MARULANDA,DIRECCIÓN SECCIONAL DE CALDAS,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
NO,NO,NO,INACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,Huila,SUAZA,DIRECCIÓN SECCIONAL DE HUILA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,SI,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Antioquia,LA PINTADA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Atlántico,SOLEDAD,DIRECCIÓN SECCIONAL DE ATLÁNTICO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2016,2016,2016,Ley 906,Colombia,La Guajira,SAN JUAN DEL CESAR,DIRECCIÓN SECCIONAL DE LA GUAJIRA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Caldas,MARMATO,DIRECCIÓN SECCIONAL DE CALDAS,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Cundinamarca,SOACHA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,INFANCIA 6 - 11,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Antioquia,COPACABANA,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Cesar,BOSCONIA,DIRECCIÓN SECCIONAL DE CESAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Venezuela,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,MASCULINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Cauca,BOLÍVAR,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,PALMIRA,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,MASCULINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Antioquia,BETULIA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Meta,RESTREPO,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Cundinamarca,MOSQUERA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,Cesar,VALLEDUPAR,DIRECCIÓN SECCIONAL DE CESAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Venezuela,SI,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,Cundinamarca,SOACHA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,NO,NO,FEMENINO,ADOLESCENTE 14 - 17,,NO,2
SI,NO,NO,ACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,Caquetá,FLORENCIA,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,SI,INACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Cundinamarca,SOACHA,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Antioquia,CONCORDIA,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
SI,NO,NO,ACTIVO,INVESTIGACIÓN,2020,2020,2020,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,MASCULINO,SIN DATO,Colombia,NO,2
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Córdoba,PUERTO ESCONDIDO,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,FEMENINO,SIN DATO,Colombia,SI,1
SI,NO,NO,INACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,2
SI,NO,NO,ACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,Sucre,SAN LUIS DE SINCÉ,DIRECCIÓN SECCIONAL DE SUCRE,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2015,2015,2015,Ley 906,Colombia,Santander,BUCARAMANGA,DIRECCIÓN SECCIONAL DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,Valle del Cauca,LA CUMBRE,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2015,2015,2015,Ley 906,Colombia,Magdalena,EL BANCO,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
